market,address,id,stored,classifier,candidate,confidence,reason,judgment
springbranch,"1457 Confederate Road, Houston, TX",act_1457-confederate,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=149.9042; geometry=HCAD unique exact-address polygon; parcel=0790510010011; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"9756 Westview Drive, Houston, TX",act_9756-westview,Single Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=ambiguous exact-address accounts; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"7119 Housman Street, Houston, TX",act_7119-housman,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=120.5333; geometry=HCAD unique exact-address polygon; parcel=0771220110005; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"1306 Zora Street, Houston, TX",act_1306-zora,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=118.375; geometry=HCAD unique exact-address polygon; parcel=0752190150006; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"7006 Schiller Street, Houston, TX",act_7006-schiller,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=147.0841; geometry=HCAD unique exact-address polygon; parcel=0771220130035; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"1730 Parana Drive, Houston, TX",act_1730-parana,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=154.6261; geometry=HCAD unique exact-address polygon; parcel=0804920000093; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"9926 Warwana Road, Houston, TX",act_9926-warwana,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=131.8255; geometry=HCAD unique exact-address polygon; parcel=0772430010007; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"9349 Leto Road, Houston, TX",act_9349-leto,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=169.1742; geometry=HCAD unique exact-address polygon; parcel=0772820070166; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"7218 Schiller Street, Houston, TX",act_7218-schiller,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=163.1781; geometry=HCAD unique exact-address polygon; parcel=0771220160010; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"1116 Oak Tree Drive, Houston, TX",act_1116-oak-tree,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=152.2271; geometry=HCAD unique exact-address polygon; parcel=0803930000022; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"1730 Bayram Drive, Houston, TX",act_1730-bayram,Single Lot,Split Lot,Split Lot,high,replat child; units=1 (one address); master_size=None (none); depth_ft=140.1358; geometry=HCAD unique exact-address polygon; parcel=0791290040069; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
springbranch,"1734 Hollister Street, Houston, TX",act_1734-hollister,Single Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"1610 Lynnview Drive, Houston, TX",act_1610-lynnview,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=133.7181; geometry=HCAD unique exact-address polygon; parcel=0891870000017; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"7905 Westwood Drive, Houston, TX",act_7905-westwood,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=161.7739; geometry=HCAD unique exact-address polygon; parcel=0761990020008; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"2629 Lake Kolbe Lane, Houston, TX",act_2629-lake-kolbe,Single Lot,Split Lot,Split Lot,high,replat child; units=1 (one address); master_size=None (none); depth_ft=119.4473; geometry=HCAD unique exact-address polygon; parcel=1342790240019; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
springbranch,"2739 Lake Kolbe Lane, Houston, TX",act_2739-lake-kolbe,Single Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"8017 Turquoise Lane, Houston, TX",act_8017-turquoise,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=107.7589; geometry=HCAD unique exact-address polygon; parcel=0812700000071; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"8033 Ridgeview Drive, Houston, TX",act_8033-ridgeview,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=109.6789; geometry=HCAD unique exact-address polygon; parcel=0812320000007; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"1941 Coulcrest Drive, Houston, TX",act_1941-coulcrest,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=126.905; geometry=HCAD unique exact-address polygon; parcel=0762250060124; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"8306 Western Drive, Houston, TX",act_8306-western,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=119.914; geometry=HCAD unique exact-address polygon; parcel=0762240050032; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"9350 Rosstown Way, Houston, TX",act_9350-rosstown,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=130.6011; geometry=HCAD unique exact-address polygon; parcel=0772820030111; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"9713 Larston Street, Houston, TX",act_9713-larston,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=136.1585; geometry=HCAD unique exact-address polygon; parcel=0804030000008; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"1502 Story Street, Houston, TX",act_1502-story,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=153.6336; geometry=HCAD unique exact-address polygon; parcel=0752190050009; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"6533 Corbin Street, Houston, TX",act_6533-corbin,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=111.2206; geometry=HCAD unique exact-address polygon; parcel=0752190110009; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"9626 Panola Way, Houston, TX",act_9626-panola,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=140.5654; geometry=HCAD unique exact-address polygon; parcel=0790510040020; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"1707 Bayram Drive, Houston, TX",act_1707-bayram,Single Lot,Split Lot,Split Lot,high,replat child; units=1 (one address); master_size=None (none); depth_ft=134.1646; geometry=HCAD unique exact-address polygon; parcel=0791290030062; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
springbranch,"2102 Red Cedar Ridge Way, Houston, TX",act_2102-red-cedar-ridge,Common Driveway,Unknown,Common Driveway,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=67.6415; geometry=HCAD unique exact-address polygon; parcel=1370770010026; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"1938 Laverne Street, Houston, TX",act_1938-laverne,Common Driveway,Unknown,Common Driveway,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=50.5064; geometry=HCAD unique exact-address polygon; parcel=1457620010001; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"9551 Neuens Rd Road Unit#B, Houston, TX",act_9551-neuens-b,Common Driveway,Unknown,Unknown,unknown,no legal; units=1 (distinct address unit letters); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"8618 Cedar Plains Lane, Houston, TX",act_8618-cedar-plains,Common Driveway,Unknown,Common Driveway,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=73.8998; geometry=HCAD unique exact-address polygon; parcel=1370770010014; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"2204 Hoskins Drive, Houston, TX",act_2204-hoskins,Split Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=100.0; geometry=HCAD unique exact-address polygon; parcel=1470820010002; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"2206 Hoskins Drive, Houston, TX",act_2206-hoskins,Split Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=100.0; geometry=HCAD unique exact-address polygon; parcel=1470820010001; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"4205 Upland Bend Drive, Houston, TX",act_4205-upland-bend,Common Driveway,Unknown,Common Driveway,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=66.0; geometry=HCAD unique exact-address polygon; parcel=1442620010001; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"2508 Hollister Road, Houston, TX",act_2508-hollister,Common Driveway,Unknown,Common Driveway,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=54.9998; geometry=HCAD unique exact-address polygon; parcel=1342790010010; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"1952 Purswell Road, Houston, TX",act_1952-purswell,Common Driveway,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"4206 Colony Pines Lane, Houston, TX",act_4206-colony-pines,Common Driveway,Unknown,Common Driveway,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=71.0001; geometry=HCAD unique exact-address polygon; parcel=1442620040037; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"2229 Blalock Road, Houston, TX",act_2229-blalock,Split Lot,Common Driveway,Common Driveway,high,replat child; units=1 (one address); master_size=None (none); depth_ft=54.0101; geometry=HCAD unique exact-address polygon; parcel=0751250230001; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
springbranch,"1926 Hoskins Drive, Houston, TX",act_1926-hoskins,Single Lot,Split Lot,Split Lot,high,replat child; units=1 (one address); master_size=None (none); depth_ft=103.535; geometry=HCAD unique exact-address polygon; parcel=0751250100015; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
springbranch,"9820 Mocking Bird Hill Lane, Houston, TX",act_9820-mocking-bird-hill,Single Lot,Common Driveway,Common Driveway,high,replat child; units=1 (one address); master_size=None (none); depth_ft=77.9992; geometry=HCAD unique exact-address polygon; parcel=1329140140009; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
springbranch,"3311 Cardinal Crest Lane, Houston, TX",act_3311-cardinal-crest,Single Lot,Common Driveway,Common Driveway,high,replat child; units=1 (one address); master_size=None (none); depth_ft=80.0024; geometry=HCAD unique exact-address polygon; parcel=1329140140024; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
springbranch,"7208 Shadyvilla Lane, Houston, TX",act_7208-shadyvilla,Split Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"1422 Caywood Lane Unit#B, Houston, TX",act_1422-caywood-b,Common Driveway,Unknown,Common Driveway,unknown,replat child; units=1 (distinct address unit letters); master_size=None (none); depth_ft=71.0062; geometry=HCAD unique exact-address polygon; parcel=1486200010003; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"1418 Caywood Lane Unit#D, Houston, TX",act_1418-caywood-d,Common Driveway,Unknown,Common Driveway,unknown,replat child; units=1 (distinct address unit letters); master_size=None (none); depth_ft=71.2368; geometry=HCAD unique exact-address polygon; parcel=1486200010008; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,"2647 Lake Kolbe Lane, Houston, TX",act_2647-lake-kolbe,Split Lot,Common Driveway,Common Driveway,high,replat child; units=1 (one address); master_size=None (none); depth_ft=80.0004; geometry=HCAD unique exact-address polygon; parcel=1342790240008; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
springbranch,"7535 Ciano Lane, Houston, TX",act_7535-ciano,Common Driveway,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=112.0271; geometry=HCAD unique exact-address polygon; parcel=1337700010011; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,9710 Larston St 77055,pmt_9710-larston,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=140.3633; geometry=HCAD unique exact-address polygon; parcel=0804020000015; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,1412 Story St 77055,pmt_1412-story,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=152.2762; geometry=HCAD unique exact-address polygon; parcel=0752190050012; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,6414 Teluco St 77055,pmt_6414-teluco,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=166.4681; geometry=HCAD unique exact-address polygon; parcel=0752200240011; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,1426 Huge Oaks St 77055,pmt_1426-huge-oaks,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=150.712; geometry=HCAD unique exact-address polygon; parcel=0761080030020; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,9214 Westview Dr 77055,pmt_9214-westview,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=317.891; geometry=HCAD unique exact-address polygon; parcel=0730330010007; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,7410 Dearborn St 77055,pmt_7410-dearborn,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=117.3515; geometry=HCAD unique exact-address polygon; parcel=0821870000003; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,7214 Hartland Ave 77055,pmt_7214-hartland,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=119.8871; geometry=HCAD unique exact-address polygon; parcel=0832430000024; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,1918 Ridgecrest Dr 77055,pmt_1918-ridgecrest,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=142.5647; geometry=HCAD unique exact-address polygon; parcel=0762240090175; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,7118 Schiller St 77055,pmt_7118-schiller,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=167.3539; geometry=HCAD unique exact-address polygon; parcel=0771220160005; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,1758 Bayram Dr 77055,pmt_1758-bayram,Single Lot,Split Lot,Split Lot,high,replat child; units=1 (one address); master_size=None (none); depth_ft=142.4692; geometry=HCAD unique exact-address polygon; parcel=0791290040062; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
springbranch,9629 Pine Lake Dr 77055,pmt_9629-pine-lake,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=129.159; geometry=HCAD unique exact-address polygon; parcel=0803960000003; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,1606 Monarch Oaks St 77055,pmt_1606-monarch-oaks,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=152.6985; geometry=HCAD unique exact-address polygon; parcel=0761070020013; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,1503 Caywood Ln A 77055,pmt_1503-caywood-a,Single Lot,Common Driveway,Common Driveway,high,replat child; units=2 (distinct address unit letters); master_size=None (none); depth_ft=76.1419; geometry=HCAD unique exact-address polygon; parcel=1490550010001; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
springbranch,7210 Jalna St 77055,pmt_7210-jalna,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=120.7741; geometry=HCAD unique exact-address polygon; parcel=0771210060024; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,7210 Shadyvilla Ln 77055,pmt_7210-shadyvilla,Single Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,1618 Ronson Rd 77055,pmt_1618-ronson,Single Lot,Split Lot,Split Lot,high,replat child; units=1 (one address); master_size=None (none); depth_ft=135.019; geometry=HCAD unique exact-address polygon; parcel=0791290050081; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
springbranch,1503 Caywood Ln B 77055,pmt_1503-caywood-b,Single Lot,Common Driveway,Common Driveway,high,replat child; units=2 (distinct address unit letters); master_size=None (none); depth_ft=76.1412; geometry=HCAD unique exact-address polygon; parcel=1490550010002; parcel_history=none,Classifier provisionally preferred: short exact-address parcel plus subdivision/unit evidence supports common access; access still needs human confirmation.
springbranch,6618 Sivley St 77055,pmt_6618-sivley,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=126.3328; geometry=HCAD unique exact-address polygon; parcel=0752190090031; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,7215 Shavelson St 77055,pmt_7215-shavelson,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=117.403; geometry=HCAD unique exact-address polygon; parcel=0832370000004; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,1618 Huge Oaks St 77055,pmt_1618-huge-oaks,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=153.0537; geometry=HCAD unique exact-address polygon; parcel=0761080010019; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,7608 Janak Spring St 77055,pmt_7608-janak-spring,Common Driveway,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,7610 Janak Spring St 77055,pmt_7610-janak-spring,Common Driveway,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,7612 Janak Spring St 77055,pmt_7612-janak-spring,Common Driveway,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,1625 Pine Chase Dr 77055,pmt_1625-pine-chase,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=140.4408; geometry=HCAD unique exact-address polygon; parcel=0770590010002; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,6610 Housman St 77055,pmt_6610-housman,Single Lot,Split Lot,Split Lot,high,replat child; units=1 (one address); master_size=None (none); depth_ft=123.0843; geometry=HCAD unique exact-address polygon; parcel=0752200270007; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
springbranch,1415 Lynnview Dr 77055,pmt_1415-lynnview,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=131.3117; geometry=HCAD unique exact-address polygon; parcel=0891890000011; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,7214 Blandford Ln 77055,pmt_7214-blandford,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=127.2205; geometry=HCAD unique exact-address polygon; parcel=0843760000011; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,1710 Ronson Rd 77055,pmt_1710-ronson,Single Lot,Split Lot,Split Lot,high,replat child; units=1 (one address); master_size=None (none); depth_ft=134.6061; geometry=HCAD unique exact-address polygon; parcel=0791290030049; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
springbranch,9814 Cedardale Dr 77055,pmt_9814-cedardale,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=121.3763; geometry=HCAD unique exact-address polygon; parcel=0802190000020; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,1709 Cranway Dr 77055,pmt_1709-cranway,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=116.442; geometry=HCAD unique exact-address polygon; parcel=0802290000034; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,1719 Bayram Dr 77055,pmt_1719-bayram,Single Lot,Split Lot,Split Lot,high,replat child; units=1 (one address); master_size=None (none); depth_ft=135.8205; geometry=HCAD unique exact-address polygon; parcel=0791290030057; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
springbranch,7719 Bryonwood Dr 77055,pmt_7719-bryonwood,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=126.5603; geometry=HCAD unique exact-address polygon; parcel=0752320030057; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,1621 Bayram Dr 77055,pmt_1621-bayram,Single Lot,Split Lot,Split Lot,high,replat child; units=1 (one address); master_size=None (none); depth_ft=134.4579; geometry=HCAD unique exact-address polygon; parcel=0791290050108; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
springbranch,1514 Afton St 77055,pmt_1514-afton,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=118.5117; geometry=HCAD unique exact-address polygon; parcel=0771220120002; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,1305 Confederate Rd 77055,pmt_1305-confederate,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=128.7942; geometry=HCAD unique exact-address polygon; parcel=0803910000004; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,7311 Jalna St 77055,pmt_7311-jalna,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=120.0; geometry=HCAD unique exact-address polygon; parcel=0771210050005; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,1609 Bayram Dr 77055,pmt_1609-bayram,Single Lot,Split Lot,Split Lot,high,replat child; units=1 (one address); master_size=None (none); depth_ft=134.6457; geometry=HCAD unique exact-address polygon; parcel=0791290050105; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
springbranch,1909 Restridge Dr 77055,pmt_1909-restridge,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=123.7496; geometry=HCAD unique exact-address polygon; parcel=0762240050066; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,8029 Longridge Dr 77055,pmt_8029-longridge,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=109.4173; geometry=HCAD unique exact-address polygon; parcel=0812330000008; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,9254 Elizabeth Rd 77055,pmt_9254-elizabeth,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=322.4015; geometry=HCAD unique exact-address polygon; parcel=0730330050015; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,8034 Turquoise Ln 77055,pmt_8034-turquoise,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=110.5423; geometry=HCAD unique exact-address polygon; parcel=0812710000084; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
springbranch,1713 Bayram Dr 77055,pmt_1713-bayram,Single Lot,Split Lot,Split Lot,high,replat child; units=1 (one address); master_size=None (none); depth_ft=134.818; geometry=HCAD unique exact-address polygon; parcel=0791290030055; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
springbranch,6502 Saxet St 77055,pmt_6502-saxet,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=132.4642; geometry=HCAD unique exact-address polygon; parcel=0752190070008; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
