id,address,group,account,match_status,legal,depth_ft,width_ft,area_sf,unit_letters,unit_count,master_size,master_source,parcel_history,improvement_value,land_value,recommendation,blocking_reason,evidence_source,dimensions_source,prior_geometry,prior_legal,prior_history,current_geometry,current_legal,current_history,unverified_context,context_queries
2131437247,"205 E 24th St, Houston, Tx 77008",HELD_TRIAGE,0562770000003,EXACT,LT 3 BLK 3|MILROY PLACE,100.2215,52.9994,5298.31,,1,,none,[],138500,450500,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,298 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131195093,"205 Northwood St, Houston, Tx 77009",HELD_TRIAGE,0330700000009,EXACT,LT 9 BLK 4|BROOKE SMITH,102.3079,49.9874,5084.71,,1,,none,[],149112,325000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,085 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131129729,"2119 Gostick St, Houston, Tx 77008",HELD_TRIAGE,0151570000010,EXACT,TRS 10 & 11A BLK 1|GOSTICK,100.0852,46.0002,4599.91,,1,,none,[],183003,437000,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 4,600 sf = 81% of plat median 5,700",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131437380,"212 E 25th St, Houston, Tx 77008",HELD_TRIAGE,0562800000012,EXACT,LT 12 & E 7FT OF LT 13 BLK 6|MILROY PLACE,98.8866,60.0002,5907.92,,1,,none,[],150000,510000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal assembled 2 lots, 5,908 sf >= 2x2400",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131227429,"301 Enid St, Houston, Tx 77009",HELD_TRIAGE,0330830000007,EXACT,LT 7 BLK 17|BROOKE SMITH,100.9802,50.6869,5093.01,,1,,none,[],25000,325000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,093 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2170723831,"303 Enid St, Houston, Tx 77009",HELD_TRIAGE,0330830000014,EXACT,LT 8 BLK 17|BROOKE SMITH,101.0749,50.4194,5093.03,,1,,none,[],65000,325000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,093 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131226980,"305 Tabor St, Houston, Tx 77009",HELD_TRIAGE,0330740000009,EXACT,LT 9 BLK 8|BROOKE SMITH,101.7885,50.2026,5090.2,,1,,none,[],60041,325000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,090 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131186526,"404 W 21st St, Houston, Tx 77008",HELD_TRIAGE,0200800000001,EXACT,LTS 1 THRU 9 BLK 84|HOUSTON HEIGHTS,224.9905,131.0007,29473.05,,1,,none,[],40086,2210625,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 29,473 sf — larger than any Heights full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131207530,"423 E 28th St, Houston, Tx 77008",HELD_TRIAGE,0350760120013,EXACT,LT 13 & TR 14A BLK 12|SUNSET HEIGHTS,120.2277,37.1434,4447.55,,1,,none,[],34271,369750,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 4,448 sf = 77% of plat median 5,754",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131318786,"427 E 24th St, Houston, Tx 77008",HELD_TRIAGE,0350980560013,EXACT,LTS 13 THRU 17 BLK 56|SUNSET HEIGHTS,123.4265,120.0007,14669.56,,1,,none,[],336910,1275000,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 14,670 sf — larger than any Heights full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131347730,"4308 Julian St, Houston, Tx 77009",HELD_TRIAGE,0590270000006,EXACT,LT 6 BLK 1|PARKER,104.8817,46.3412,4639.1,,1,,none,[],171463,450000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. 4,639 sf = 101% of plat median 4,603",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131227565,"507 Cordell St, Houston, Tx 77009",HELD_TRIAGE,0330860000012,EXACT,LT 12 BLK 20|BROOKE SMITH,98.6687,50.1929,4939.81,,1,,none,[],106477,325000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. 4,940 sf = 100% of plat median 4,940",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131227567,"511 Cordell St, Houston, Tx 77009",HELD_TRIAGE,0330860000013,EXACT,LT 13 BLK 20|BROOKE SMITH,98.6742,49.9733,4925.55,,1,,none,[],60808,325000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. 4,926 sf = 100% of plat median 4,940",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131370103,"512 Threlkeld St, Houston, Tx 77007",HELD_TRIAGE,0512050030014,EXACT,LT 14 BLK 3|USENER,99.9992,50.0005,4999.95,,1,,none,[],150428,450000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. 5,000 sf = 100% of plat median 5,000",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2130814684,"519 Threlkeld St, Houston, Tx 77007",HELD_TRIAGE,1244690010005,EXACT,LT 5 BLK 1|THRELKELD POINT,136.3517,35.0025,4758.02,,1,,none,[],174200,475800,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 4,758 sf in the 4-5k dead zone, no plat median",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131370154,"531 Threlkeld St, Houston, Tx 77007",HELD_TRIAGE,0512050040005,EXACT,TR 23 BLK 4|USENER,100.001,60.0003,5999.99,,1,,none,[],37798,477855,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal TR only (1 frag) + 6,000 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131370113,"533 Studewood St, Houston, Tx 77007",HELD_TRIAGE,0512050030021,EXACT,LT 21 BLK 3|USENER,115.0004,49.9999,5749.99,,1,,none,[],161151,465750,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,750 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131228154,"607 Melwood St, Houston, Tx 77009",HELD_TRIAGE,0330960000012,EXACT,LT 12 BLK 30|BROOKE SMITH,100.5492,49.5749,4967.4,,1,,none,[],0,325000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. 4,967 sf = 99% of plat median 5,001",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131175661,"611 Mathis St, Houston, Tx 77009",HELD_TRIAGE,0331140610001,EXACT,LT 1 BLK 61|BROOKE SMITH,100.0033,50.0003,4999.85,,1,,none,[],183144,240000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. 5,000 sf = 100% of plat median 5,000",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131145222,"626 E 22nd St, Houston, Tx 77008",HELD_TRIAGE,0200610000001,EXACT,LT 1 BLK 65|HOUSTON HEIGHTS 72ND AMEND ,142.5006,31.7801,4510.19,,1,,none,[],739436,360800,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. 4,510 sf = 90% of plat median 4,987",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131074923,"707 E 6th 1/2 St, Houston, Tx 77007",HELD_TRIAGE,0350290550020,EXACT,LTS 21 22 & 23 & TRS 20 & 24|BLK 55|STUDES SEC 2,202.116,124.9991,24982.95,,1,,none,[],245288,2137500,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 24,983 sf — larger than any Heights full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2161199012,"710 E 13th St, Houston, Tx 77008",HELD_TRIAGE,1393250010002,EXACT,LT 2 BLK 1|EAST 13TH STREET GROVE,191.5001,25.001,4784.59,,1,,none,[],945520,454480,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 4,785 sf in the 4-5k dead zone, no plat median",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
pmt_710-le-green-st-77008,"710 Le Green St, Houston, TX 77008",HELD_TRIAGE,0520390000072,EXACT,LT 72|RIDGEWOOD,100.2083,50.4452,5042.63,,1,,none,[],175189,475000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,043 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131208376,"731 E 27th St, Houston, Tx 77009",HELD_TRIAGE,0350810220024,EXACT,LTS 24 THRU 29 BLK 22|SUNSET HEIGHTS,149.9985,120.0002,17999.79,,1,,none,[],,,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 18,000 sf — larger than any Heights full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131042481,"741 W 21st St, Houston, Tx 77008",HELD_TRIAGE,0200740000027,EXACT,LTS 27 & 28 BLK 78|HOUSTON HEIGHTS,131.0002,50.0001,6550.0,,1,,none,[],30323,524000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal assembled 2 lots, 6,550 sf >= 2x2400",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131240334,"745 E 11th 1/2 St, Houston, Tx 77008",HELD_TRIAGE,0350190360013,EXACT,LTS 13 & 14 BLK 36|STUDES SEC 2,124.923,100.0581,12472.73,,1,,none,[],15300,1125000,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 12,473 sf — larger than any Heights full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131228576,"805 Tabor St, Houston, Tx 77009",HELD_TRIAGE,0331400090009,EXACT,LT 9 BLK 109|BROOKE SMITH,100.3097,50.1904,5012.55,,1,,none,[],40000,250000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,013 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131313166,"805 Walton St, Houston, Tx 77009",HELD_TRIAGE,0331370040009,EXACT,LT 9 BLK 104|BROOKE SMITH,100.0459,49.9746,4992.77,,1,,none,[],51702,300000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. 4,993 sf = 100% of plat median 5,000",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
pmt_835-lawrence-st-77007,"835 Lawrence St, Houston, TX 77007",HELD_TRIAGE,0621980020043,EXACT,LTS 43 & 44 & S 7 FT OF LT 45 BLK 2|HARDING HEIGHTS,100.5315,56.9987,5699.76,,1,,none,[],0,570000,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. legal claims 3 lots but only 5,700 sf",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131044801,"838 Waverly St, Houston, Tx 77007",HELD_TRIAGE,0202370000031,EXACT,LTS 31 32 & 33 BLK 241|HOUSTON HEIGHTS,132.0012,99.9995,13199.95,,1,,none,[],87050,1452000,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 13,200 sf — larger than any Heights full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131192777,"839 E 26th St, Houston, Tx 77009",HELD_TRIAGE,0350840270029,EXACT,LTS 29 & 30 BLK 27|SUNSET HEIGHTS,120.0003,49.9999,5999.97,,1,,none,[],0,450000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal assembled 2 lots, 6,000 sf >= 2x2400",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131200768,"902 W 22nd St, Houston, Tx 77008",HELD_TRIAGE,0610190010019,EXACT,LTS 22 23 & 24 BLK 1|QUENSELL LAWN,163.8547,148.1943,23939.75,,1,,none,[],33444,1321680,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 23,940 sf — larger than any Heights full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131370476,"905 Adele St, Houston, Tx 77009",HELD_TRIAGE,0513480000009,EXACT,LT 9 & TR 10A BLK 4|PINERIDGE,100.9294,44.4175,4459.03,,1,,none,[],16521,337500,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. 4,500 sf = 90% of plat median 5,000",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131538718,"905 Bay Oaks Rd, Houston, Tx 77008",HELD_TRIAGE,0771820160010,EXACT,LT 10 BLK 16|TIMBERGROVE MANOR SEC 3,129.9474,120.5125,13835.48,,1,,none,[],101846,865500,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 13,835 sf — larger than any Heights full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131152146,"909 Bayland Ave, Houston, Tx 77009",HELD_TRIAGE,0513780000023,EXACT,TRS 23 & 24A BLK 6|WOODSON PLACE,98.851,49.7186,4893.35,,1,,none,[],40156,625000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. 4,893 sf = 99% of plat median 4,959",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131387479,"932 W Temple St, Houston, Tx 77009",HELD_TRIAGE,0621330190002,EXACT,LT 2 BLK 219|EAST NORHILL,106.4632,49.7377,5284.46,,1,,none,[],137215,468000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,284 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
pmt_949-ridge-st-77009,"949 Ridge St, Houston, TX 77009",HELD_TRIAGE,0562880000014,EXACT,LT 14 BLK 2|RIDGEMONT SEC 1,105.6837,50.0691,5227.63,,1,,none,[],130059,625000,Not evaluated: human hold; RESOLVED-SINGLE,"Prior human hold: requires explicit re-review; no classification authorized this session. legal LT n + 5,228 sf full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",True,True,False,True,True,False,[],[]
2131146860,"1300 Waverly St, Houston, Tx 77008",HELD_TRIAGE,,AMBIGUOUS,Unavailable,,,,,1,,none,[],Unavailable,Unavailable,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 4,932 sf = 68% of plat median 7,263",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",False,False,False,False,False,False,"[{""history"": [], ""improvement_value"": 47296, ""land_value"": 720000, ""parcel"": {""account"": ""0201720000038"", ""area_sf"": 8059.33, ""depth_ft"": 100.1031, ""depth_method"": ""minimum rotated rectangle, longest side"", ""geometry_crs"": ""EPSG:2278"", ""legal"": ""TRS 19B 20B & 21B BLK 176|HOUSTON HEIGHTS"", ""matched"": ""1300 WAVERLY ST"", ""parcel_history"": [], ""source"": ""HCAD unverified contextual parcel"", ""width_ft"": 80.6066}}, {""history"": [], ""improvement_value"": 0, ""land_value"": 468000, ""parcel"": {""account"": ""0201720000019"", ""area_sf"": 4931.71, ""depth_ft"": 100.1509, ""depth_method"": ""minimum rotated rectangle, longest side"", ""geometry_crs"": ""EPSG:2278"", ""legal"": ""LTS 19A 20A & 21A BLK 176|HOUSTON HEIGHTS"", ""matched"": ""1300 WAVERLY ST"", ""parcel_history"": [], ""source"": ""HCAD unverified contextual parcel"", ""width_ft"": 49.311}}]",See unverified_context
pmt_631-mazal-pvt-ln-77009,"631 Mazal (Pvt) Ln, Houston, TX 77009",HELD_TRIAGE,,NO_MATCH,Unavailable,,,,,1,3,25114941,[],Unavailable,Unavailable,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. legal claims 3 lots but only 4,170 sf",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",False,False,False,False,False,False,"[{""history"": [], ""improvement_value"": 0, ""land_value"": 294000, ""parcel"": {""account"": ""1368390010007"", ""area_sf"": 4170.46, ""depth_ft"": 99.9512, ""depth_method"": ""minimum rotated rectangle, longest side"", ""geometry_crs"": ""EPSG:2278"", ""legal"": ""LTS 7 8 & 9 BLK 1|NORTHWOOD ESTATES"", ""matched"": ""0 MAZAL LN"", ""parcel_history"": [], ""source"": ""HCAD unverified contextual parcel"", ""width_ft"": 42.1076}}]",See unverified_context
pmt_745-w-17th-st-77008,"745 W 17th St, Houston, TX 77008",HELD_TRIAGE,,NO_MATCH,Unavailable,,,,,1,,none,[],Unavailable,Unavailable,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. 16,983 sf — larger than any Heights full lot",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",False,False,False,False,False,False,"[{""history"": [], ""improvement_value"": 0, ""land_value"": 1206148, ""parcel"": {""account"": ""1365530010001"", ""area_sf"": 16972.87, ""depth_ft"": 136.5489, ""depth_method"": ""minimum rotated rectangle, longest side"", ""geometry_crs"": ""EPSG:2278"", ""legal"": ""LTS 1 THRU 10 BLK 1|CITY VIEW LOFTS AT W 17TH"", ""matched"": ""0 W 17TH ST"", ""parcel_history"": [], ""source"": ""HCAD unverified contextual parcel"", ""width_ft"": 130.9981}}]",See unverified_context
pmt_832-e-27th-st-77009,"832 E 27th St, Houston, TX 77009",HELD_TRIAGE,,NO_MATCH,Unavailable,,,,,1,,none,[],Unavailable,Unavailable,Not evaluated: human hold; GENUINELY-AMBIGUOUS,"Prior human hold: requires explicit re-review; no classification authorized this session. no parcel, no legal",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",False,False,False,False,False,False,[],[]
2131282520,"837 W 25th St, Houston, Tx 77008",HELD_TRIAGE,,AMBIGUOUS,Unavailable,,,,,1,,none,[],Unavailable,Unavailable,Not evaluated: human hold; RESOLVED-SPLIT,"Prior human hold: requires explicit re-review; no classification authorized this session. parcel SPLIT into half lots (children ~3,275 sf)",HCAD public/public_query/MapServer/0 full attributes + WGS84 polygon; observed history refresh/parcel_events.json,"EPSG:2278 minimum rotated rectangle, not recorded lot dimensions",False,False,False,False,False,False,"[{""history"": [], ""improvement_value"": 178912, ""land_value"": 146000, ""parcel"": {""account"": ""1265010010001"", ""area_sf"": 1824.99, ""depth_ft"": 50.0002, ""depth_method"": ""minimum rotated rectangle, longest side"", ""geometry_crs"": ""EPSG:2278"", ""legal"": ""LT 1 BLK 1|COTTAGES AT THE HEIGHTS"", ""matched"": ""837 W 25TH ST"", ""parcel_history"": [], ""source"": ""HCAD unverified contextual parcel"", ""width_ft"": 36.4998}}, {""history"": [], ""improvement_value"": 128234, ""land_value"": 128000, ""parcel"": {""account"": ""1265010010002"", ""area_sf"": 1600.0, ""depth_ft"": 50.0001, ""depth_method"": ""minimum rotated rectangle, longest side"", ""geometry_crs"": ""EPSG:2278"", ""legal"": ""LT 2 BLK 1|COTTAGES AT THE HEIGHTS"", ""matched"": ""837 W 25TH ST"", ""parcel_history"": [], ""source"": ""HCAD unverified contextual parcel"", ""width_ft"": 31.9999}}, {""history"": [], ""improvement_value"": 187798, ""land_value"": 128000, ""parcel"": {""account"": ""1265010010003"", ""area_sf"": 1600.01, ""depth_ft"": 50.0002, ""depth_method"": ""minimum rotated rectangle, longest side"", ""geometry_crs"": ""EPSG:2278"", ""legal"": ""LT 3 BLK 1|COTTAGES AT THE HEIGHTS"", ""matched"": ""837 W 25TH ST"", ""parcel_history"": [], ""source"": ""HCAD unverified contextual parcel"", ""width_ft"": 32.0003}}, {""history"": [{""acct_continuity"": true, ""addresses"": {""child"": [""833 W  25TH ST"", ""835 W  25TH ST""], ""parent"": [""837 W  25TH ST""]}, ""areas"": {""child_sf"": [3275.0, 3275.0], ""delta_pct"": -0.0, ""parent_sf"": [6550.0], ""sum_child_sf"": 6550.0, ""sum_parent_sf"": 6550.0}, ""child_accts"": [""0200310000066"", ""0200310000027""], ""event"": ""SPLIT"", ""lat"": 29.809074, ""lng"": -95.413819, ""parent_accts"": [""0200310000027""], ""vintage"": ""2025_Oct->2026_Jul""}], ""improvement_value"": 83359, ""land_value"": 262000, ""parcel"": {""account"": ""0200310000027"", ""area_sf"": 3274.99, ""depth_ft"": 131.0001, ""depth_method"": ""minimum rotated rectangle, longest side"", ""geometry_crs"": ""EPSG:2278"", ""legal"": ""LT 27 BLK 35|HOUSTON HEIGHTS"", ""matched"": ""835 W 25TH ST"", ""parcel_history"": [{""children"": [""0200310000066"", ""0200310000027""], ""event"": ""SPLIT"", ""parents"": [""0200310000027""], ""source"": ""refresh/parcel_events.json"", ""vintage"": ""2025_Oct->2026_Jul""}], ""source"": ""HCAD unverified contextual parcel"", ""width_ft"": 25.0001}}]",See unverified_context
